name,play_for_free,top_seller,deal,history,discount,price,rating,ends in,started,release,lowest_price
Street Boss,no,no,Week Long Deal,not the lowest price,0.4,4.19,0.6251,,,2023-02-01,2.79
Hamboy : AutoChess Survivor,no,no,Introductory Offer,new historical low,0.25,10.34,0.6251,,,2023-07-01,10.34
PolyRoyale,no,no,,not the lowest price,0.2,11.03,0.6251,,,2023-07-01,6.89
Across,no,no,Week Long Deal,not the lowest price,0.1,11.15,0.6251,,,2022-07-01,7.43
Herd is Coming,no,no,,,0.72,0.97,0.6249,,,2019-06-01,
HERO DEFENSE,no,no,,,0.9,5.79,0.6239,,,2016-05-01,
Furry house,no,no,Week Long Deal,not the lowest price,0.5,9.29,0.6239,,,2021-10-01,1.85
Kuro survival,no,no,,not the lowest price,0.4,1.24,0.6239,,,2017-06-01,0.66
Meridian: Squad 22,no,no,,,0.9,2.79,0.6236,,,2016-08-01,
Super Treasure Arena,no,no,,,0.9,1.59,0.6234000000000001,,,2018-12-01,
LONN,no,no,,not the lowest price,0.33,38.85,0.6233,,,2022-11-01,28.99
Alder's Blood: Definitive Edition,no,no,,not the lowest price,0.7,11.39,0.6231,,,2020-04-01,9.49
Murderous Pursuits,no,no,,not the lowest price,0.75,5.17,0.6228,,,2018-04-01,4.13
My Happy Girls,no,no,,,0.81,0.85,0.6225999999999999,,,2019-07-01,
Ankh 3: Battle of the Gods,no,no,,not the lowest price,0.8,5.59,0.6225999999999999,,,2009-06-01,1.99
Date with Foxgirl,no,no,,,0.15,2.96,0.6225999999999999,,,2023-05-01,
Debris,no,no,Week Long Deal,not the lowest price,0.75,5.17,0.6222,,,2017-10-01,2.06
Limousine Parking Simulator,no,no,,not the lowest price,0.9,12.19,0.6221,,,2022-08-01,1.08
GirLand,no,no,,,0.81,0.85,0.6221,,,2020-02-01,
Move Nature,no,no,Week Long Deal,new historical low,0.8,1.2,0.6221,,,2023-02-01,1.2
BIOSZARD Corporation,no,no,,,0.71,0.66,0.6221,,,2019-05-01,
Exorcist Charlotte,no,no,,,0.6,34.72,0.6219,,,2022-06-01,
SpellCaster,no,no,Week Long Deal,not the lowest price,0.72,27.99,0.621,,,2020-06-01,21.99
KICK MASTER,no,no,,not the lowest price,0.7,1.04,0.621,,,2022-11-01,0.97
Waifu Museum,no,no,,,0.7,1.34,0.621,,,2022-11-01,
Anyone There?,no,no,,new historical low,0.5,6.89,0.621,,,2023-02-01,6.89
Square Life,no,no,Week Long Deal,,0.4,2.75,0.621,,,2023-01-01,
Ends,no,no,Week Long Deal,not the lowest price,0.2,7.19,0.621,,,2023-05-01,6.74
The Legend of Eratus: Dragonlord,no,no,,not the lowest price,0.15,12.31,0.621,,,2020-11-01,7.29
Nickelodeon Kart Racers 3: Slime Speedway,no,no,,,0.75,23.49,0.6209,,,2022-10-01,
Hunting Simulator 2,no,no,Week Long Deal,,0.7,35.69,0.6206,,,2020-07-01,
大衍江湖 - Evolution Of JiangHu,no,no,,not the lowest price,0.34,15.51,0.6204,,,2023-02-01,13.65
Airport Ground Handling Simulator VR,no,no,,,0.5,38.5,0.6201,,,2022-08-01,
The Absolute Destroyer,no,no,,not the lowest price,0.9,12.19,0.62,,,2022-08-01,1.08
Slaughter Cannon 2,no,no,,,0.8,4.55,0.62,,,2022-05-01,
Dungeon & Adventure,no,no,,,0.7,17.39,0.62,,,2022-10-01,
Outbreak: Contagious Memories,no,no,,not the lowest price,0.6,23.19,0.62,,,2022-04-01,14.49
Trulon: The Shadow Engine,no,no,,,0.9,3.69,0.6198,,,2016-03-01,
Strip Fighter 5: Chimpocon Edition,no,no,,not the lowest price,0.5,23.49,0.6198,,,2021-12-01,14.49
Starship Annihilator,no,no,,,0.81,0.85,0.6197,,,2016-09-01,
LineArt Jigsaw Puzzle - Erotica Christmas,no,no,,not the lowest price,0.8,1.39,0.6197,,,2020-12-01,1.12
Sacred Cubes 2,no,no,,not the lowest price,0.8,4.55,0.6197,,,2021-05-01,1.73
Hot Milf 3,no,no,Week Long Deal,,0.72,0.97,0.6196,,,2022-01-01,
Follow Your Heart,no,no,,not the lowest price,0.7,14.24,0.6196,,,2021-07-01,1.57
Brewpub Simulator,no,no,,not the lowest price,0.36,48.49,0.6196,,,2023-07-01,41.48
Shadow of the Black Dragon,no,no,Week Long Deal,not the lowest price,0.33,2.33,0.6196,,,2018-02-01,1.14
Gaslamp Cases: The deadly Machine,no,no,,not the lowest price,0.15,10.53,0.6196,,,2021-04-01,5.57
Paintings Thief,no,no,Introductory Offer,new historical low,0.1,18.44,0.6196,,,2023-07-01,18.44
Adventures of a snowboarder,no,no,,,0.9,3.29,0.6195,,,2023-04-01,
Calvino Noir,no,no,,not the lowest price,0.8,2.79,0.6195,,,2015-08-01,1.39
A LONEY,no,no,,,0.8,5.37,0.6195,,,2022-08-01,
Indiana Boy Steam Edition,no,no,Week Long Deal,,0.71,0.66,0.6195,,,2018-11-01,
Drawing Path,no,no,,,0.71,0.66,0.6195,,,2019-07-01,
Station 99,no,no,,,0.7,9.89,0.6195,,,2023-03-01,
DarkFighter,no,no,,not the lowest price,0.6,2.79,0.6195,,,2021-08-01,2.17
Survivors Will,no,no,Week Long Deal,,0.4,4.19,0.6195,,,2023-06-01,
Little Jack's Adventures,no,no,,,0.69,0.67,0.6186,,,2016-12-01,
Call of Duty®: Ghosts,no,no,,not the lowest price,0.67,36.29,0.6186,,,2014-03-01,27.49
ANIME WORLD,no,no,,,0.7,0.68,0.6182,,,2020-08-01,
Night Mysteries: The Amphora Prisoner,no,no,,not the lowest price,0.5,2.24,0.6182,,,2015-02-01,1.16
The Musketeers: Victoria's Quest,no,no,Week Long Deal,not the lowest price,0.9,1.37,0.6175999999999999,,,2014-01-01,0.83
Ankh 2: Heart of Osiris,no,no,,not the lowest price,0.8,5.59,0.6175999999999999,,,2007-05-01,1.14
Brookhaven Grimoire,no,no,Week Long Deal,not the lowest price,0.25,35.24,0.6175,,,2022-02-01,18.84
Hentai Simulator,no,no,,not the lowest price,0.69,1.39,0.6173,,,2020-08-01,1.12
Highway of death,no,no,Week Long Deal,not the lowest price,0.71,1.3,0.6169,,,2018-12-01,0.85
问道仙途,no,no,Week Long Deal,,0.5,3.24,0.6169,,,2020-06-01,
CrossWorlds: Escape,no,no,Week Long Deal,not the lowest price,0.4,14.93,0.6167,,,2020-03-01,7.46
The Voice from Heaven,no,no,,not the lowest price,0.3,8.67,0.616,,,2019-01-01,3.09
Tower 57,no,no,,,0.9,2.49,0.6159,,,2017-11-01,
Timber Tennis: Versus,no,no,Week Long Deal,,0.8,0.89,0.6159,,,2018-11-01,
Commandos 3: Destination Berlin,no,no,,not the lowest price,0.5,9.5,0.6159,,,2003-10-01,0.69
"Hamlet or the Last Game without MMORPG Features, Shaders and Product Placement",no,no,,not the lowest price,0.9,1.69,0.6158,,,2012-10-01,1.04
Earth Atlantis,no,no,,,0.9,2.89,0.6158,,,2019-01-01,
The Swindle,no,no,,not the lowest price,0.85,4.19,0.6154,,,2015-07-01,2.79
Seasons With Furry,no,no,,,0.86,0.89,0.6152000000000001,,,2020-11-01,
Deadly Escape,no,no,,,0.7,1.34,0.6152000000000001,,,2018-02-01,
Playing History - The Plague,no,no,,,0.71,0.66,0.615,,,2012-11-01,
Hentai Dojo,no,no,,,0.71,0.66,0.615,,,2018-08-01,
Hentai Forest,no,no,,,0.71,0.66,0.615,,,2018-11-01,
ANVIL,no,no,Introductory Offer,new historical low,0.25,35.61,0.6149,,,2023-07-01,35.61
Marvel vs. Capcom: Infinite,no,no,,,0.8,17.99,0.6148,,,2017-09-01,
Draw With Unknown,no,no,,,0.71,0.66,0.6146,,,2019-04-01,
Torn,no,no,Week Long Deal,,0.9,5.79,0.6143,,,2018-08-01,
Naau: The Lost Eye,no,no,Week Long Deal,not the lowest price,0.6,29.59,0.614,,,2021-04-01,14.24
IDIOT,no,no,,not the lowest price,0.75,2.72,0.6138,,,2021-01-01,1.19
Target Runner,no,no,Week Long Deal,,0.71,0.66,0.6138,,,2020-07-01,
Sex Clicker,no,no,,not the lowest price,0.69,1.39,0.6138,,,2021-11-01,0.89
Unending Dusk,no,no,Week Long Deal,not the lowest price,0.75,8.24,0.6136,,,2019-03-01,5.17
Dissection,no,no,,,0.81,0.85,0.6125,,,2020-04-01,
Orc Raid,no,no,,not the lowest price,0.7,1.34,0.6125,,,2019-07-01,1.12
The Handler of Dragons,no,no,,not the lowest price,0.7,7.46,0.6125,,,2021-09-01,2.48
Soft Wind,no,no,,not the lowest price,0.7,1.34,0.6125,,,2020-12-01,1.12
Amok Runner,no,no,Week Long Deal,,0.75,8.74,0.6124,,,2022-11-01,
Diesel Brothers: Truck Building Simulator,no,no,,not the lowest price,0.85,5.7,0.6122,,,2019-05-01,5.69
At the behest of the Pike: Time To Run,no,no,,,0.9,0.61,0.6111,,,2021-07-01,
Aftertime,no,no,Week Long Deal,not the lowest price,0.25,17.62,0.6111,,,2022-10-01,1.63
My Bike,no,no,,,0.71,0.66,0.611,,,2019-08-01,
Starship Commander: Arcade,no,no,Week Long Deal,not the lowest price,0.7,4.97,0.611,,,2020-09-01,4.14
H Chan: Girl,no,no,,not the lowest price,0.6,1.79,0.6104999999999999,,,2019-05-01,1.34
Plane Mechanic Simulator,no,no,,,0.9,2.48,0.6103999999999999,,,2019-02-01,
Cube Land Arena,no,no,,,0.9,0.57,0.6102000000000001,,,2016-03-01,
Townopolis,no,no,Week Long Deal,not the lowest price,0.75,2.09,0.6102000000000001,,,2008-10-01,1.25
Windscape,no,no,,,0.9,3.79,0.6098,,,2019-03-01,
Nephise Begins,no,no,,not the lowest price,0.66,0.77,0.6097,,,2017-04-01,0.0
Aircraft Carrier Survival,no,no,Week Long Deal,not the lowest price,0.55,17.09,0.6096,,,2022-04-01,15.44
Villwars,no,no,,not the lowest price,0.95,7.13,0.6095,,,2022-06-01,5.22
Corrupt - Political Simulator,no,no,,not the lowest price,0.9,4.74,0.6095,,,2017-09-01,1.13
Unusual Ghost,no,no,,,0.9,3.29,0.6095,,,2023-01-01,
To End All Wars,no,no,,,0.76,17.51,0.6093,,,2014-08-01,
Soul Elegy,no,no,,,0.6,14.79,0.609,,,2021-08-01,
Ripple,no,no,,,0.72,0.97,0.6088,,,2017-03-01,
Tale of Ninja: Fall of the Miyoshi,no,no,,,0.65,3.81,0.6085,,,2021-07-01,
Office Love Affair,no,no,Week Long Deal,not the lowest price,0.81,1.32,0.6079,,,2021-06-01,1.12
SWORD ART ONLINE Alicization Lycoris,no,no,Week Long Deal,,0.8,31.98,0.6077,,,2020-07-01,
Break Everything - Living room,no,no,,not the lowest price,0.96,84.24,0.6076,,,2023-01-01,10.44
Eternal Fidelity,no,no,,,0.9,2.59,0.6076,,,2023-01-01,
Miner of Minerals,no,no,,,0.89,2.27,0.6076,,,2022-05-01,
MiMiMiShKa,no,no,,,0.81,0.85,0.6076,,,2019-11-01,
Red Fox and the Four Seasons,no,no,Week Long Deal,not the lowest price,0.8,3.39,0.6076,,,2021-03-01,1.08
TOTEMS,no,no,,,0.8,9.49,0.6076,,,2022-05-01,
MORLUSH,no,no,,,0.8,9.49,0.6076,,,2022-06-01,
PUZZLE: OCEAN,no,no,,,0.68,0.72,0.6076,,,2019-04-01,
Monster Girl Fantasy 2: Exposed,no,no,,not the lowest price,0.4,23.09,0.6076,,,2021-04-01,13.68
Hentai Eroshojo,no,no,Week Long Deal,,0.4,1.37,0.6074,,,2019-09-01,
Fisherman's House,no,no,Week Long Deal,not the lowest price,0.3,7.34,0.6074,,,2023-01-01,3.25
Chernobyl VR Project,no,no,,not the lowest price,0.55,14.84,0.6073,,,2016-09-01,9.99
Street Outlaws 2: Winner Takes All,no,no,,,0.8,49.99,0.6071,,,2021-12-01,
SurvivalZ Battlegrounds,no,no,,,0.71,0.66,0.6065,,,2019-04-01,
SWAT 3: Tactical Game of the Year Edition,no,no,Week Long Deal,not the lowest price,0.35,19.49,0.606,,,2001-10-01,17.99
Panther VR,no,no,,,0.9,3.29,0.6059,,,2020-06-01,
Magical Girl Noble Rose,no,no,,not the lowest price,0.6,28.04,0.6059,,,2021-09-01,15.19
Escape Dead Island,no,no,,,0.9,2.79,0.6054999999999999,,,2014-11-01,
Japanese goblins,no,no,Week Long Deal,not the lowest price,0.3,1.6,0.6054999999999999,,,2022-12-01,1.37
Super Jigsaw Puzzle: Anime Reloaded,no,no,Week Long Deal,,0.9,1.85,0.6053999999999999,,,2019-02-01,
Art your brains,no,no,,not the lowest price,0.89,10.33,0.6053999999999999,,,2022-06-01,4.87
METROPOCRE,no,no,,not the lowest price,0.72,0.97,0.6053999999999999,,,2022-03-01,0.85
Drowned Gems,no,no,Week Long Deal,,0.71,0.66,0.6053999999999999,,,2021-05-01,
Type Defense,no,no,,not the lowest price,0.5,1.74,0.6053999999999999,,,2018-07-01,1.14
Wanted Driver,no,no,Week Long Deal,not the lowest price,0.4,4.19,0.6053999999999999,,,2023-04-01,2.69
The Occupation,no,no,,,0.7,17.39,0.6051,,,2019-03-01,
Handyman Corporation,no,no,Week Long Deal,new historical low,0.8,4.97,0.605,,,2023-01-01,4.97
Alekhine's Gun,no,no,,not the lowest price,0.85,7.04,0.6047,,,2016-03-01,5.69
侠客春秋,no,no,Week Long Deal,,0.25,9.0,0.6043,,,2023-06-01,
Skater 2D,no,no,,,0.69,0.67,0.6042000000000001,,,2016-11-01,
Assault Suit Leynos,no,no,,,0.9,3.69,0.6039,,,2016-08-01,
Car Demolition Clicker,no,no,,,0.9,1.44,0.6039,,,2018-07-01,
Deep Eclipse: New Space Odyssey,no,no,Week Long Deal,,0.71,0.66,0.6036,,,2014-10-01,
The story of archer,no,no,,,0.8,4.55,0.6034,,,2021-11-01,
The Hermit Chronicles,no,no,,new historical low,0.5,6.89,0.6034,,,2023-06-01,6.89
A Dream For Aaron,no,no,Week Long Deal,not the lowest price,0.3,31.5,0.6034,,,2017-10-01,9.59
Hentai Melody,no,no,Week Long Deal,,0.72,0.97,0.6028,,,2023-04-01,
Pangman,no,no,Week Long Deal,not the lowest price,0.7,7.46,0.6028,,,2020-08-01,6.22
Happy Valentine's Day,no,no,,not the lowest price,0.7,1.34,0.6028,,,2021-01-01,1.12
Guns Craft,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.6028,,,2019-07-01,1.14
She Hates Unicorns,no,no,Week Long Deal,not the lowest price,0.5,2.24,0.6028,,,2021-11-01,0.89
Undaunted Normandy,no,no,Introductory Offer,new historical low,0.1,44.99,0.6028,,,2023-07-01,44.99
Live the Life,no,no,,,0.5,18.99,0.6027,,,2020-09-01,
Goat Life,no,no,Week Long Deal,not the lowest price,0.7,2.09,0.6026,,,2018-05-01,0.89
隐世神剑传,no,no,,,0.5,31.49,0.6026,,,2022-04-01,
Francisca,no,no,,new historical low,0.72,0.97,0.6022,,,2016-07-01,0.97
The Fabled Woods,no,no,,not the lowest price,0.8,4.13,0.6021,,,2021-03-01,2.06
Unearthing Mars VR,no,no,,,0.6,11.19,0.6021,,,2017-06-01,
Shatter Remastered Deluxe,no,no,Week Long Deal,not the lowest price,0.3,14.48,0.6017,,,2022-11-01,10.34
Shame Legacy,no,no,Week Long Deal,not the lowest price,0.52,41.84,0.6012,,,2023-05-01,41.44
Hentai Best Girls,no,no,,,0.81,0.85,0.601,,,2019-09-01,
Iron Warriors: T - 72 Tank Command,no,no,,not the lowest price,0.8,2.09,0.601,,,2006-07-01,0.84
Visceral Cubes,no,no,,,0.7,0.68,0.601,,,2018-05-01,
Sentimental Death Loop,no,no,Introductory Offer,new historical low,0.1,53.99,0.601,,,2023-07-01,53.99
Hidden Desert War Top-Down 3D,no,no,,not the lowest price,0.99,78.58,0.6009,,,2022-06-01,2.06
Endless Love,no,no,,not the lowest price,0.7,14.24,0.6009,,,2021-06-01,1.57
69 Mizuki Love,no,no,Week Long Deal,,0.7,1.34,0.6009,,,2021-10-01,
Corridor: Amount of Fear,no,no,,not the lowest price,0.7,2.6,0.6006,,,2020-11-01,1.73
Godumas,no,no,Week Long Deal,not the lowest price,0.3,1.6,0.6006,,,2022-07-01,1.37
Heckabomb,no,no,Week Long Deal,not the lowest price,0.5,6.19,0.6004999999999999,,,2015-02-01,1.19
Handball 17,no,no,Week Long Deal,,0.9,2.06,0.6003000000000001,,,2016-11-01,
Big Adventure Of Fighting Chicken,no,no,Week Long Deal,not the lowest price,0.9,2.06,0.5997,,,2020-12-01,1.14
Fill and Cross Magic Journey,no,no,Week Long Deal,,0.9,1.08,0.5997,,,2021-04-01,
Maze Blaze,no,no,,new historical low,0.9,2.06,0.5997,,,2022-10-01,2.06
"Lights, Camera, Reaction!",no,no,,not the lowest price,0.75,5.17,0.5997,,,2020-10-01,2.06
Dickland,no,no,,,0.72,0.97,0.5997,,,2023-03-01,
The Pointless Car Chase,no,no,Week Long Deal,,0.71,0.66,0.5997,,,2020-02-01,
Blackbeard the Cursed Jungle,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.5997,,,2019-09-01,1.14
Theofil,no,no,,not the lowest price,0.5,3.24,0.5997,,,2021-04-01,1.14
MUGEN Avatar,no,no,Week Long Deal,,0.5,46.99,0.5997,,,2022-01-01,
Honey Homer,no,no,,,0.3,8.67,0.5997,,,2022-04-01,
Grotesque Tactics: Evil Heroes,no,no,,,0.9,1.99,0.5993999999999999,,,2010-10-01,
Wet Waifu,no,no,,,0.7,0.68,0.5993999999999999,,,2021-08-01,
CURSE,no,no,Week Long Deal,not the lowest price,0.5,5.44,0.5993999999999999,,,2016-09-01,1.63
Dark Fall: Lost Souls,no,no,Week Long Deal,not the lowest price,0.8,8.39,0.599,,,2010-04-01,4.67
Mighty Vikings,no,no,,,0.6,1.79,0.5989,,,2021-02-01,
Grape Jelly,no,no,Week Long Deal,,0.81,0.85,0.5988,,,2017-10-01,
Kawaii Girl 2,no,no,,not the lowest price,0.69,2.16,0.5986,,,2020-08-01,1.75
Panzer Warfare,no,no,,not the lowest price,0.69,2.16,0.5982999999999999,,,2016-08-01,1.32
The Adventurer's Domain Online,no,no,,new historical low,0.5,24.99,0.5982999999999999,,,2023-01-01,24.99
Unmanned helicopter,no,no,Week Long Deal,,0.9,0.86,0.598,,,2018-07-01,
Station Osirius,no,no,,,0.8,4.55,0.598,,,2022-05-01,
Pirate treasure,no,no,,,0.8,4.55,0.598,,,2022-05-01,
Honey Milf,no,no,Week Long Deal,,0.72,0.97,0.598,,,2021-10-01,
Cyberpunica 2.0.2.0,no,no,,not the lowest price,0.7,1.34,0.598,,,2020-11-01,1.12
Sweety Little Witch,no,no,,not the lowest price,0.7,14.24,0.598,,,2021-05-01,1.57
Nero Burning ROM - All-in-One Disc Burn Solution,no,no,Week Long Deal,,0.5,46.99,0.598,,,2018-10-01,
Homefront,no,no,,not the lowest price,0.8,7.39,0.5974,,,2011-03-01,3.69
1000$,no,no,,not the lowest price,0.72,0.97,0.5971,,,2019-06-01,0.68
Nudist Beach Survival Simulator 2,no,no,,,0.75,2.72,0.5968,,,2020-09-01,
Line's Guarder,no,no,,new historical low,0.1,21.15,0.5968,,,2023-06-01,21.15
MOAI 5: New Generation Collector’s Edition,no,no,Week Long Deal,not the lowest price,0.9,2.64,0.5966,,,2018-03-01,1.65
Junglex,no,no,,,0.71,0.66,0.5966,,,2019-04-01,
Hide and Seek,no,no,,not the lowest price,0.3,1.6,0.5961,,,2019-02-01,1.14
Welcome to the Polyverse,no,no,,not the lowest price,0.9,3.29,0.596,,,2021-07-01,1.08
Absurd Chess,no,no,,,0.9,1.08,0.596,,,2021-12-01,
1001 Jigsaw Detective 2,no,no,Week Long Deal,,0.9,1.08,0.596,,,2022-06-01,
Hotel Manibella,no,no,Week Long Deal,new historical low,0.88,1.25,0.596,,,2023-06-01,1.25
Aquaphobia,no,no,,new historical low,0.87,1.36,0.596,,,2023-03-01,1.36
Pink Girls,no,no,,,0.81,1.32,0.596,,,2023-05-01,
Panic Pump - Can you save them ALL?,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.596,,,2018-03-01,1.08
Children's Jigsaw Puzzles,no,no,Week Long Deal,not the lowest price,0.8,2.75,0.596,,,2021-01-01,1.12
dsync,no,no,,not the lowest price,0.75,2.72,0.596,,,2018-06-01,2.06
The Adventures of Mr. Willickers the Rotting Mule,no,no,,,0.72,0.97,0.596,,,2023-04-01,
Morning Kiss,no,no,,,0.7,1.34,0.596,,,2022-09-01,
Pure Love,no,no,,,0.7,0.68,0.596,,,2022-09-01,
Seven Dunes: Curse on the Golden Sand,no,no,,new historical low,0.61,10.48,0.596,,,2022-01-01,10.48
The Haunted Exmone Theatre,no,no,,not the lowest price,0.6,5.51,0.596,,,2020-07-01,1.14
First Samurai,no,no,Week Long Deal,not the lowest price,0.6,8.27,0.596,,,2021-07-01,7.24
Avoid The Demons,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.596,,,2021-04-01,1.14
CubeHook VR,no,no,Week Long Deal,not the lowest price,0.5,6.19,0.596,in 2 days,5 days ago,2022-01-01,3.09
Waste It,no,no,Week Long Deal,not the lowest price,0.5,1.74,0.596,in 2 days,5 days ago,2022-10-01,1.04
Sword of Wonder: It's Good to be a King,no,no,Week Long Deal,new historical low,0.5,20.99,0.596,in 2 days,5 days ago,2022-11-01,20.99
HeliVR Simulator,no,no,,new historical low,0.5,16.49,0.596,in 18 hours,6 days ago,2023-05-01,16.49
Super Kenney,no,no,Week Long Deal,,0.4,2.69,0.596,in 2 days,5 days ago,2022-08-01,
Midnight Rhapsody,no,no,Week Long Deal,not the lowest price,0.4,1.69,0.596,in 2 days,5 days ago,2022-11-01,1.41
Where is My Cat?,no,no,,,0.3,9.65,0.596,in 2 days,4 days ago,2023-04-01,
Gaslamp Cases 3: Ancient Secrets,no,no,,,0.25,9.29,0.596,in 13 days,yesterday,2022-02-01,
Sweetest Thing,no,no,,not the lowest price,0.2,8.0,0.596,in 13 days,yesterday,2020-07-01,2.0
Amber Time Pocket [RPG],no,no,,not the lowest price,0.15,2.96,0.596,in 18 hours,13 days ago,2022-11-01,2.44
Empathy: Path of Whispers,no,no,Week Long Deal,not the lowest price,0.8,11.99,0.5959,in 2 days,5 days ago,2017-05-01,5.54
Nemezis: Mysterious Journey III,no,no,,,0.76,14.36,0.5959,in 6 days,8 days ago,2021-07-01,
Tomb Raider VI: The Angel of Darkness,no,no,,,0.86,1.81,0.5957,in 14 days,6 hours ago,2012-11-01,
Detective Story,no,no,Week Long Deal,,0.71,0.66,0.5952000000000001,in 2 days,5 days ago,2021-01-01,
Remoteness,no,no,Week Long Deal,,0.7,20.99,0.5945,in 2 days,5 days ago,2022-09-01,
Toys & Physics,no,no,Week Long Deal,,0.81,0.85,0.5943,in 2 days,5 days ago,2021-03-01,
Crash Forts 2,no,no,,,0.8,5.37,0.5943,in 2 days,12 days ago,2022-07-01,
Dark rune,no,no,,,0.8,6.59,0.5943,in 2 days,12 days ago,2023-03-01,
Jane's Realty,no,no,,not the lowest price,0.5,3.14,0.5943,in 7 days,6 hours ago,2015-10-01,2.2
Archimedes: Eureka!,no,no,,not the lowest price,0.3,10.14,0.5943,,last month,2018-08-01,1.44
Home Designer - Makeover Blast,no,no,,,0.25,8.16,0.5943,in 13 days,yesterday,2021-09-01,
Summer Rush,no,no,,not the lowest price,0.15,7.38,0.5943,in 13 days,yesterday,2019-05-01,2.17
Myoubouh Catcher,no,no,,,0.9,2.48,0.5942000000000001,in 6 days,8 days ago,2022-01-01,
Solitaire Legend of the Pirates 3,no,no,Week Long Deal,,0.9,1.08,0.5942000000000001,in 2 days,5 days ago,2021-05-01,
Detective Solitaire The Ghost Agency,no,no,Week Long Deal,,0.9,1.08,0.5942000000000001,in 2 days,5 days ago,2021-09-01,
Sweet Solitaire. School Witch 2,no,no,Week Long Deal,,0.9,1.08,0.5942000000000001,in 2 days,5 days ago,2022-04-01,
The Imposters,no,no,,,0.9,0.61,0.5942000000000001,in 12 days,2 days ago,2023-04-01,
Champoo Club,no,no,,,0.85,0.97,0.5942000000000001,in 13 days,yesterday,2021-01-01,
Fast Delivery,no,no,Week Long Deal,,0.81,0.85,0.5942000000000001,in 2 days,5 days ago,2021-12-01,
Slime-san: Sheeple’s Sequel,no,no,,,0.8,1.73,0.5942000000000001,in 14 days,6 hours ago,2018-02-01,
RETRO-PIXEL COLOR PALETTE: Color by Number,no,no,Week Long Deal,not the lowest price,0.8,2.09,0.5942000000000001,in 2 days,4 days ago,2020-01-01,1.1
Spacebug,no,no,,not the lowest price,0.8,1.73,0.5942000000000001,in 6 days,3 days ago,2020-12-01,1.12
Pack of Demons,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,in 2 days,5 days ago,2021-11-01,0.89
Color by Number - Medieval Portrait,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,in 2 days,4 days ago,2021-08-01,0.89
Find Objects,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,,,2021-08-01,0.89
Tile Connect - Onet Match,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,,,2021-09-01,0.89
Cards Matching Memory Game,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,,,2021-10-01,0.89
Space Waves,no,no,,not the lowest price,0.8,2.89,0.5942000000000001,,,2021-11-01,1.44
Christmas Sort Puzzle,no,no,Week Long Deal,not the lowest price,0.8,1.39,0.5942000000000001,,,2021-12-01,0.89
Sel Mounta-Siege the Demon Castle,no,no,Week Long Deal,new historical low,0.8,8.89,0.5942000000000001,,,2023-06-01,8.89
Dark Pathways,no,no,Week Long Deal,not the lowest price,0.79,3.37,0.5942000000000001,,,2021-06-01,0.91
ALPHA CENTAURI SPACE FORCE,no,no,,not the lowest price,0.75,8.24,0.5942000000000001,,,2021-04-01,7.0
SAVED,no,no,,,0.75,1.12,0.5942000000000001,,,2021-10-01,
Letter Bender,no,no,,,0.75,1.12,0.5942000000000001,,,2022-04-01,
Breaking & Entering,no,no,,,0.75,1.12,0.5942000000000001,,,2022-05-01,
Dig Down,no,no,Week Long Deal,new historical low,0.72,0.97,0.5942000000000001,,,2022-12-01,0.97
Antox vs. Free Radicals,no,no,,new historical low,0.71,0.66,0.5942000000000001,,,2018-11-01,0.66
亂噏三國,no,no,Week Long Deal,,0.7,7.94,0.5942000000000001,,,2022-08-01,
Vampire Tourist,no,no,Week Long Deal,not the lowest price,0.7,5.09,0.5942000000000001,,,2023-01-01,4.24
破洞小世界 呆望窗 Hole Small World,no,no,,,0.7,1.04,0.5942000000000001,,,2023-03-01,
The Faction,no,no,,new historical low,0.63,2.4,0.5942000000000001,,,2022-09-01,2.4
Ettrian - The Elf Prince,no,no,,not the lowest price,0.62,11.56,0.5942000000000001,,,2023-07-01,7.79
Outbreak Story,no,no,Week Long Deal,,0.6,1.79,0.5942000000000001,,,2023-07-01,
Be Coronavirus,no,no,Week Long Deal,new historical low,0.6,3.47,0.5942000000000001,,,2020-04-01,3.47
